HourUTC,SpotPriceDKK,acc_precip,mean_cloud_cover,mean_pressure,mean_radiation,mean_relative_hum,mean_temp,mean_wind_speed
1733360400.0,746.539978,,,,,,,
1733364000.0,649.880005,,,,,,,
1733367600.0,573.809998,,,,,,,
1733371200.0,579.47998,,,,,,,
1733374800.0,680.909973,,,,,,,
1733378400.0,857.659973,,,,,,,
1733382000.0,954.609985,,,,,,,
1733385600.0,745.119995,,,,,,,
1733389200.0,685.159973,,,,,,,
1733392800.0,597.679993,,,,,,,
1733396400.0,561.950012,,,,,,,
1733400000.0,528.690002,,,,,,,
1733403600.0,469.329987,,,,,,,
1733407200.0,460.820007,,,,,,,
1733410800.0,405.859985,,,,,,,
1733414400.0,450.459991,,,,,,,
1733418000.0,400.040009,,,,,,,
1733421600.0,332.549988,,,,,,,
1733425200.0,303.910004,,,,,,,
1733428800.0,347.170013,,,,,,,
